Stock,BroodYear,Escapement,lnrs,a,b,wt
Chilko,1992,515663,1.2859569049736903,1.76,1.33e-6,0.21178869497369024
Chilko,1993,561865,1.9536622691849912,1.76,1.33e-6,0.9409427191849913
Chilko,1994,452239,1.1440626074274047,1.76,1.33e-6,-0.014459522572595418
Chilko,1995,547755,0.84432418053238,1.76,1.33e-6,-0.18716166946762014
Chilko,1996,989422,0.3209752557453194,1.76,1.33e-6,-0.1230934842546807
Chilko,1997,993254,-0.1153840877045078,1.76,1.33e-6,-0.5543562677045077
Chilko,1998,880944,-0.4961772959188344,1.76,1.33e-6,-1.0845217759188344
Chilko,1999,891922,0.5658273024130158,1.76,1.33e-6,-0.007916437586984237
Chilko,2000,759163,-0.4139531009722381,1.76,1.33e-6,-1.1642663109722382
Chilko,2001,669920,0.5478404278923948,1.76,1.33e-6,-0.3211659721076052
Chilko,2002,385042,1.1689390739762908,1.76,1.33e-6,-0.07895506602370927
Chilko,2003,612239,-0.46476290192671077,1.76,1.33e-6,-1.4104850319267108
Chilko,2004,92143,1.5351153678026916,1.76,1.33e-6,-0.10233444219730847
Chilko,2005,540481,-0.4710925117382902,1.76,1.33e-6,-1.5122527817382903
Chilko,2006,469504,2.3642183310101617,1.76,1.33e-6,1.2286586510101616
Chilko,2007,306707,1.3814678764869184,1.76,1.33e-6,0.029388186486918322
Chilko,2008,250583,0.8280740923718962,1.76,1.33e-6,-0.5986505176281037
Chilko,2009,217778,2.141611066380755,1.76,1.33e-6,0.6712558063807548
Chilko,2010,2462975,0.12822301939690678,1.76,1.33e-6,1.6439797693969065
Chilko,2011,919254,0.05591266735827084,1.76,1.33e-6,-0.4814795126417293
Chilko,2012,246605,-0.05879872140903118,1.76,1.33e-6,-1.490814071409031
Chilko,2013,1235222,-0.9481073842373041,1.76,1.33e-6,-1.0652621242373042
Chilko,2014,1034250,0.4641434899455911,1.76,1.33e-6,0.07969598994559107
Chilko,2015,662707,-1.1295628697048672,1.76,1.33e-6,-2.0081625597048673
Chilko,2016,155687,-1.3830047051699252,1.76,1.33e-6,-2.9359409951699256
Chilko,2017,372212,1.1264035806915498,1.76,1.33e-6,-0.13855445930845023
Chilko,2018,619623,1.0184168330865404,1.76,1.33e-6,0.08251542308654036
Chilko,2019,169877,0.9676696139385922,1.76,1.33e-6,-0.5663939760614077
Late Stuart,1948,1049,-1.1656324374990439,NA,NA,NA
Late Stuart,1949,107752,2.653322741519074,NA,NA,NA
Late Stuart,1950,5843,1.91562812013972,NA,NA,NA
Late Stuart,1951,4402,2.6738509347759853,NA,NA,NA
Late Stuart,1952,1975,0.6989530784793768,NA,NA,NA
Late Stuart,1953,369023,1.436594711011175,NA,NA,NA
Late Stuart,1954,5470,3.227721413367109,NA,NA,NA
Late Stuart,1955,7618,1.908053692593846,NA,NA,NA
Late Stuart,1956,1454,3.456537953898158,NA,NA,NA
Late Stuart,1957,531130,0.9178401869965475,NA,NA,NA
Late Stuart,1958,23638,0.8385875590934248,NA,NA,NA
Late Stuart,1959,8225,-0.10677996231205254,NA,NA,NA
Late Stuart,1960,2961,1.1780053166108904,NA,NA,NA
Late Stuart,1961,411105,0.6384920750806521,NA,NA,NA
Late Stuart,1962,18689,0.8802595332602308,NA,NA,NA
Late Stuart,1963,3237,1.3143346939970322,NA,NA,NA
Late Stuart,1964,1900,0.4898707539459171,NA,NA,NA
Late Stuart,1965,214958,1.654668007447643,NA,NA,NA
Late Stuart,1966,9032,2.1043582644793655,NA,NA,NA
Late Stuart,1967,1642,2.3108335628562493,NA,NA,NA
Late Stuart,1968,470,4.198608732431975,NA,NA,NA
Late Stuart,1969,207057,2.060598768851436,NA,NA,NA
Late Stuart,1970,15055,1.548685417945459,NA,NA,NA
Late Stuart,1971,1535,3.772723496830617,NA,NA,NA
Late Stuart,1972,8704,0.7682640317542712,NA,NA,NA
Late Stuart,1973,214343,1.1338592712213236,NA,NA,NA
Late Stuart,1974,14627,1.2433723067607503,NA,NA,NA
Late Stuart,1975,14229,2.7158952819512154,NA,NA,NA
Late Stuart,1976,3000,0.10705907229340778,NA,NA,NA
Late Stuart,1977,146629,2.225671981200528,NA,NA,NA
Late Stuart,1978,13027,1.8080660059571556,NA,NA,NA
Late Stuart,1979,31918,-1.5383376905245776,NA,NA,NA
Late Stuart,1980,979,3.086481972654228,NA,NA,NA
Late Stuart,1981,249699,2.0974547103856445,NA,NA,NA
Late Stuart,1982,16758,1.291817763852339,NA,NA,NA
Late Stuart,1983,2246,2.078104940901656,NA,NA,NA
Late Stuart,1984,1228,2.485449390642571,NA,NA,NA
Late Stuart,1985,274642,2.5472271582491204,NA,NA,NA
Late Stuart,1986,28715,3.3476819844279833,NA,NA,NA
Late Stuart,1987,6524,4.0648703926141145,NA,NA,NA
Late Stuart,1988,11459,2.9025343565078043,NA,NA,NA
Late Stuart,1989,575791,2.2248220366595914,NA,NA,NA
Late Stuart,1990,190060,0.7182401000576205,NA,NA,NA
Late Stuart,1991,77322,0.3486854812871957,NA,NA,NA
Late Stuart,1992,23892,1.7346823000564697,NA,NA,NA
Late Stuart,1993,1805142,0.7349109731121574,NA,NA,NA
Late Stuart,1994,76715,0.40865365806844633,NA,NA,NA
Late Stuart,1995,34362,1.356805546534502,NA,NA,NA
Late Stuart,1996,65898,2.7423866739173626,NA,NA,NA
Late Stuart,1997,907652,-0.7449966042924079,NA,NA,NA
Late Stuart,1998,139421,0.6874647749254621,NA,NA,NA
Late Stuart,1999,62120,0.7659469199240171,NA,NA,NA
Late Stuart,2000,454478,0.6984862965238664,NA,NA,NA
Late Stuart,2001,351881,0.3619443563804951,NA,NA,NA
Late Stuart,2002,34521,1.2943330474803023,NA,NA,NA
Late Stuart,2003,38474,-0.5688528394177703,NA,NA,NA
Late Stuart,2004,83447,1.218326377694182,NA,NA,NA
Late Stuart,2005,293144,-0.8235684171354717,NA,NA,NA
Late Stuart,2006,27515,1.7784788672082035,NA,NA,NA
Late Stuart,2007,8707,0.3512277240342159,NA,NA,NA
Late Stuart,2008,146658,0.2861108596079742,NA,NA,NA
Late Stuart,2009,87001,1.0692114414839486,NA,NA,NA
Late Stuart,2010,75289,1.421457585173061,NA,NA,NA
Late Stuart,2011,4053,0.17952135730322025,NA,NA,NA
Late Stuart,2012,93159,-0.9488184923364319,NA,NA,NA
Late Stuart,2013,132603,0.572681027736563,NA,NA,NA
Late Stuart,2014,50691,1.8444396218061905,NA,NA,NA
Late Stuart,2015,11124,-0.645230670633199,NA,NA,NA
Late Stuart,2016,10066,0.13292272341743494,NA,NA,NA
Late Stuart,2017,147470,1.2023589714355698,NA,NA,NA
Late Stuart,2018,112189,0.7339345899863368,NA,NA,NA
Late Stuart,2019,5861,1.5638842726809117,NA,NA,NA
Quesnel,1948,100,1.8213182714695995,0.99,2.09e-7,0.8313391714695995
Quesnel,1949,30664,2.763896771287626,0.99,2.09e-7,1.7803055472876261
Quesnel,1950,398,1.6381669808749608,0.99,2.09e-7,0.6482501628749608
Quesnel,1951,49,2.1316272948504063,0.99,2.09e-7,1.1416375358504063
Quesnel,1952,7017,-2.5245892053585974,0.99,2.09e-7,-3.5131226523585974
Quesnel,1953,110927,1.7049881885731109,0.99,2.09e-7,0.7381719315731109
Quesnel,1954,299,3.5768075038681233,0.99,2.09e-7,2.586869994868123
Quesnel,1955,63,1.0498221244986776,0.99,2.09e-7,0.05983529149867761
Quesnel,1956,2669,-0.8568348883765179,0.99,2.09e-7,-1.8462770673765179
Quesnel,1957,223667,1.4971298312882486,0.99,2.09e-7,0.5538762342882486
Quesnel,1958,1863,0.6051105380099813,0.99,2.09e-7,-0.3845000949900187
Quesnel,1959,76,0.7752121336142496,0.99,2.09e-7,-0.21477198238575046
Quesnel,1960,3057,-0.7287760531169143,0.99,2.09e-7,-1.7181371401169143
Quesnel,1961,302563,1.4112946228313328,0.99,2.09e-7,0.48453028983133284
Quesnel,1962,1078,1.9109844662013398,0.99,2.09e-7,0.9212097682013398
Quesnel,1963,86,2.4084106167978936,0.99,2.09e-7,1.4184285907978937
Quesnel,1964,15839,-1.7285792791318648,0.99,2.09e-7,-2.7152689281318647
Quesnel,1965,364714,1.5197705719985208,0.99,2.09e-7,0.6059957979985209
Quesnel,1966,1753,1.4484948688598687,0.99,2.09e-7,0.45886124585986865
Quesnel,1967,119,2.6945136153846767,0.99,2.09e-7,1.7045384863846769
Quesnel,1968,5763,-2.6000902558548695,0.99,2.09e-7,-3.5888857888548698
Quesnel,1969,273134,1.7929961919975834,0.99,2.09e-7,0.8600811979975834
Quesnel,1970,1373,2.6955420984175245,0.99,2.09e-7,1.7058290554175244
Quesnel,1971,171,1.4744016286301573,0.99,2.09e-7,0.4844373676301573
Quesnel,1972,3488,-1.3943542780969909,0.99,2.09e-7,-2.383625286096991
Quesnel,1973,278061,2.128540600281916,0.99,2.09e-7,1.1966553492819159
Quesnel,1974,4459,1.9398365728549565,0.99,2.09e-7,0.9507685038549565
Quesnel,1975,201,2.2277114240188403,0.99,2.09e-7,1.2377534330188402
Quesnel,1976,2197,-0.5776425692202659,0.99,2.09e-7,-1.567183396220266
Quesnel,1977,516223,2.016670589545423,0.99,2.09e-7,1.1345611965454232
Quesnel,1978,8614,3.128412944538186,0.99,2.09e-7,2.1402132705381858
Quesnel,1979,511,2.4649768128354577,0.99,2.09e-7,1.4750836118354576
Quesnel,1980,3176,-0.2611685061199087,0.99,2.09e-7,-1.2505047221199086
Quesnel,1981,748652,2.570500439366135,0.99,2.09e-7,1.736968707366135
Quesnel,1982,39841,2.6350476809793393,0.99,2.09e-7,1.6533744499793392
Quesnel,1983,2155,2.9313360470097747,0.99,2.09e-7,1.9417864420097746
Quesnel,1984,6186,0.11688454685400294,0.99,2.09e-7,-0.871822579145997
Quesnel,1985,1349263,2.2297827135992194,0.99,2.09e-7,1.5217786805992195
Quesnel,1986,181473,2.6359674896789893,0.99,2.09e-7,1.6838953466789892
Quesnel,1987,20559,2.150543185758732,0.99,2.09e-7,1.1648400167587318
Quesnel,1988,27034,-0.025930709484781225,0.99,2.09e-7,-1.010280603484781
Quesnel,1989,1870685,1.7384515150391262,0.99,2.09e-7,1.1394246800391263
Quesnel,1990,487651,1.9071060288424762,0.99,2.09e-7,1.019025087842476
Quesnel,1991,46259,1.18418206653732,0.99,2.09e-7,0.20385019753731992
Quesnel,1992,8901,1.1884844164518245,0.99,2.09e-7,0.20034472545182447
Quesnel,1993,2620757,0.9609372582293246,0.99,2.09e-7,0.5186754712293247
Quesnel,1994,659505,1.3233506131742725,0.99,2.09e-7,0.4711871581742725
Quesnel,1995,216110,-0.2559630662473729,0.99,2.09e-7,-1.2007960762473728
Quesnel,1996,42499,0.757966551217691,0.99,2.09e-7,-0.22315115778230898
Quesnel,1997,1858809,0.9260877056793773,0.99,2.09e-7,0.32457878667937723
Quesnel,1998,1179252,1.3911304248772274,0.99,2.09e-7,0.6475940928772274
Quesnel,1999,189360,1.4541074776821639,0.99,2.09e-7,0.5036837176821639
Quesnel,2000,63782,-0.1700116953813494,0.99,2.09e-7,-1.1466812573813494
Quesnel,2001,3510976,0.05271061308259309,0.99,2.09e-7,-0.20349540291740684
Quesnel,2002,2985212,-1.5395438919268234,0.99,2.09e-7,-1.9056345839268234
Quesnel,2003,278990,-0.6622241213893708,0.99,2.09e-7,-1.5939152113893709
Quesnel,2004,10264,0.1408119179157434,0.99,2.09e-7,-0.8470429060842566
Quesnel,2005,1436789,-1.889711239792698,0.99,2.09e-7,-2.579422338792698
Quesnel,2006,169127,1.3123137316742197,0.99,2.09e-7,0.3576612746742197
Quesnel,2007,74715,0.0679456794591855,0.99,2.09e-7,-0.9064388855408145
Quesnel,2008,7091,0.019965759208046666,0.99,2.09e-7,-0.9685522217919533
Quesnel,2009,149467,0.7615921779674895,0.99,2.09e-7,-0.1971692190325105
Quesnel,2010,246584,2.328062762725282,0.99,2.09e-7,1.3895988187252821
Quesnel,2011,45433,-0.09245071464818479,0.99,2.09e-7,-1.072955217648185
Quesnel,2012,624,-0.21755024867769843,0.99,2.09e-7,-1.2074198326776984
Quesnel,2013,179081,-0.1594546924708648,0.99,2.09e-7,-1.1120267634708647
Quesnel,2014,832344,0.959351675934009,0.99,2.09e-7,0.143311571934009
Quesnel,2015,45357,-1.967055035333627,0.99,2.09e-7,-2.947575422333627
Quesnel,2016,1081,-0.05221879190849346,0.99,2.09e-7,-1.0419928629084936
Quesnel,2017,114581,0.054673824725209375,0.99,2.09e-7,-0.9113787462747907
Quesnel,2018,817811,0.6583425170567789,0.99,2.09e-7,-0.16073498394322105
Quesnel,2019,21632,0.7100159340577077,0.99,2.09e-7,-0.27546297794229235
Raft,1948,10359,1.810613969477418,1.49,3.36e-5,0.668676369477418
Raft,1949,6113,1.869067817425479,1.49,3.36e-5,0.5844646174254788
Raft,1950,6404,1.9620195432776364,1.49,3.36e-5,0.6871939432776364
Raft,1951,8561,1.7167285814346234,1.49,3.36e-5,0.5143781814346233
Raft,1952,15617,1.18702784322717,1.49,3.36e-5,0.22175904322716988
Raft,1953,7909,1.4016020627889356,1.49,3.36e-5,0.17734446278893556
Raft,1954,9995,1.619650716329575,1.49,3.36e-5,0.46548271632957494
Raft,1955,5081,2.4774988426891587,1.49,3.36e-5,1.1582204426891587
Raft,1956,9037,1.0996813934869043,1.49,3.36e-5,-0.08667540651309569
Raft,1957,6881,1.1164724782367372,1.49,3.36e-5,-0.14232592176326286
Raft,1958,10215,0.8178351307279397,1.49,3.36e-5,-0.32894086927206034
Raft,1959,10210,0.8384721243083438,1.49,3.36e-5,-0.30847187569165613
Raft,1960,5553,1.1158115105048427,1.49,3.36e-5,-0.18760768949515727
Raft,1961,7301,1.20349330299812,1.49,3.36e-5,-0.0411930970018799
Raft,1962,7613,1.6726538070208075,1.49,3.36e-5,0.4384506070208074
Raft,1963,8724,0.11803772837100175,1.49,3.36e-5,-1.0788358716289983
Raft,1964,5201,2.237320807046777,1.49,3.36e-5,0.922074407046777
Raft,1965,6624,1.1358529988109187,1.49,3.36e-5,-0.13158060118908121
Raft,1966,6250,1.3260771562978797,1.49,3.36e-5,0.04607715629787967
Raft,1967,1303,2.003117289308642,1.49,3.36e-5,0.5568980893086419
Raft,1968,8121,2.572724081721048,1.49,3.36e-5,1.3555896817210482
Raft,1969,5593,0.9436268842514826,1.49,3.36e-5,-0.35844831574851743
Raft,1970,4474,0.6832639015490517,1.49,3.36e-5,-0.6564096984509483
Raft,1971,840,2.688899742050464,1.49,3.36e-5,1.227123742050464
Raft,1972,11151,1.645822851509032,1.49,3.36e-5,0.530496451509032
Raft,1973,2729,1.2326168806634061,1.49,3.36e-5,-0.1656887193365939
Raft,1974,2396,1.6295187425419229,1.49,3.36e-5,0.22002434254192282
Raft,1975,2664,0.9246639865371518,1.49,3.36e-5,-0.47582561346284824
Raft,1976,8684,0.8305431596066192,1.49,3.36e-5,-0.3676744403933808
Raft,1977,648,2.3711663571485757,1.49,3.36e-5,0.9029391571485756
Raft,1978,2500,2.0147963481863047,1.49,3.36e-5,0.6087963481863048
Raft,1979,1780,0.5349151496306622,1.49,3.36e-5,-0.8952768503693377
Raft,1980,5418,2.2561758131989205,1.49,3.36e-5,0.9482206131989204
Raft,1981,873,2.292106558519282,1.49,3.36e-5,0.8314393585192819
Raft,1982,2992,0.23113294134768858,1.49,3.36e-5,-1.1583358586523114
Raft,1983,2857,0.6731730299790593,1.49,3.36e-5,-0.7208317700209408
Raft,1984,19098,0.9019035121456522,1.49,3.36e-5,0.05359631214565219
Raft,1985,3638,0.21994989186278166,1.49,3.36e-5,-1.1478133081372184
Raft,1986,2126,0.34869398022840803,1.49,3.36e-5,-1.0698724197715919
Raft,1987,1512,0.9268171448611425,1.49,3.36e-5,-0.5123796551388574
Raft,1988,19857,0.9331196726513888,1.49,3.36e-5,0.11031487265138884
Raft,1989,1647,1.9257587750316059,1.49,3.36e-5,0.4910979750316058
Raft,1990,630,1.3957731050744344,1.49,3.36e-5,-0.0730588949255655
Raft,1991,464,1.1469918595244442,1.49,3.36e-5,-0.32741774047555583
Raft,1992,8242,2.1006747176394676,1.49,3.36e-5,0.8876059176394675
Raft,1993,5047,1.8956725340298972,1.49,3.36e-5,0.5752517340298973
Raft,1994,1712,2.811258870488341,1.49,3.36e-5,1.3787820704883411
Raft,1995,1046,3.260813831214766,1.49,3.36e-5,1.8059594312147662
Raft,1996,46615,0.8818482874755362,1.49,3.36e-5,0.9581122874755361
Raft,1997,6093,2.1298481801795366,1.49,3.36e-5,0.8445729801795365
Raft,1998,7229,0.8092534604220946,1.49,3.36e-5,-0.4378521395779055
Raft,1999,6979,2.170407868734688,1.49,3.36e-5,0.9149022687346882
Raft,2000,66292,0.5543004651668985,1.49,3.36e-5,1.2917116651668983
Raft,2001,32506,1.0901370071332777,1.49,3.36e-5,0.6923386071332776
Raft,2002,18461,0.8416484347472843,1.49,3.36e-5,-0.02806196525271576
Raft,2003,10093,-0.17472146099020855,1.49,3.36e-5,-1.3255966609902086
Raft,2004,5611,2.2292993428043415,1.49,3.36e-5,0.9278289428043416
Raft,2005,26501,-0.9980707313208502,1.49,3.36e-5,-1.5976371313208504
Raft,2006,6073,1.0987220581523034,1.49,3.36e-5,-0.18722514184769667
Raft,2007,14357,-0.25315693899821223,1.49,3.36e-5,-1.2607617389982122
Raft,2008,10406,0.6229935906709799,1.49,3.36e-5,-0.5173648093290201
Raft,2009,11464,1.182966906285811,1.49,3.36e-5,0.07815730628581097
Raft,2010,5119,2.1657160124613744,1.49,3.36e-5,0.8477144124613742
Raft,2011,9243,0.9447260382757919,1.49,3.36e-5,-0.23470916172420797
Raft,2012,10008,0.7594452439218752,1.49,3.36e-5,-0.3942859560781248
Raft,2013,16394,-1.1073732575550772,1.49,3.36e-5,-2.046534857555077
Raft,2014,17102,-0.36602402216418417,1.49,3.36e-5,-1.2813968221641843
Raft,2015,16054,-2.4444983449117164,1.49,3.36e-5,-3.3950839449117165
Raft,2016,8150,-0.05926818023622641,1.49,3.36e-5,-1.2754281802362264
Raft,2017,4518,-0.08496108380320459,1.49,3.36e-5,-1.4231562838032046
Raft,2018,3544,0.8969169065344662,1.49,3.36e-5,-0.47400469346553376
Raft,2019,619,2.80164549281141,1.49,3.36e-5,1.3324438928114102
Stellako,1948,16213,2.5477601107950076,1.69,4.06e-6,0.9235848907950077
Stellako,1949,104835,0.5398800390111377,1.69,4.06e-6,-0.7244898609888623
Stellako,1950,145108,1.8674617793248525,1.69,4.06e-6,0.7666002593248524
Stellako,1951,96208,1.5545911729386848,1.69,4.06e-6,0.25519565293868474
Stellako,1952,40466,1.0063707577404548,1.69,4.06e-6,-0.5193372822595452
Stellako,1953,43688,1.3833888899744973,1.69,4.06e-6,-0.1292378300255026
Stellako,1954,141882,2.144452890237522,1.69,4.06e-6,1.0304938102375223
Stellako,1955,51746,2.499048822952045,1.69,4.06e-6,1.019137582952045
Stellako,1956,38459,1.858722147409672,1.69,4.06e-6,0.32486568740967203
Stellako,1957,38921,1.361313141587603,1.69,4.06e-6,-0.17066759841239687
Stellako,1958,112273,1.1093642389758702,1.69,4.06e-6,-0.1248073810241297
Stellako,1959,79355,1.9202638608017584,1.69,4.06e-6,0.5524451608017584
Stellako,1960,38884,1.4424128180082398,1.69,4.06e-6,-0.08971814199176009
Stellako,1961,47241,1.1379013885778337,1.69,4.06e-6,-0.3603001514221662
Stellako,1962,124495,1.5550176472499309,1.69,4.06e-6,0.3704673472499309
Stellako,1963,138805,1.6571293241998493,1.69,4.06e-6,0.5306776241998492
Stellako,1964,31047,1.7453652150636942,1.69,4.06e-6,0.18141603506369441
Stellako,1965,39418,1.8215143087586867,1.69,4.06e-6,0.2915513887586867
Stellako,1966,101684,1.2639729210330983,1.69,4.06e-6,-0.01319003896690174
Stellako,1967,91525,1.7942583929363702,1.69,4.06e-6,0.47584989293637037
Stellako,1968,30420,1.4510639946022008,1.69,4.06e-6,-0.11543080539779904
Stellako,1969,49341,1.6356020211700248,1.69,4.06e-6,0.14592648117002494
Stellako,1970,45876,1.6298404428408488,1.69,4.06e-6,0.1260970028408488
Stellako,1971,39726,2.550942988248285,1.69,4.06e-6,1.022230548248285
Stellako,1972,36771,3.023614913879055,1.69,4.06e-6,1.4829051738790548
Stellako,1973,30755,1.027142887705656,1.69,4.06e-6,-0.5379918122943439
Stellako,1974,41473,1.9890498637000695,1.69,4.06e-6,0.46743024370006947
Stellako,1975,176079,2.380844581315753,1.69,4.06e-6,1.405725321315753
Stellako,1976,150741,0.48306713840524385,1.69,4.06e-6,-0.5949244015947561
Stellako,1977,23452,2.427412073663799,1.69,4.06e-6,0.832627193663799
Stellako,1978,60421,1.97952281272905,1.69,4.06e-6,0.5348320727290501
Stellako,1979,290116,0.7657477230781884,1.69,4.06e-6,0.2536186830781886
Stellako,1980,72073,2.349575858791811,1.69,4.06e-6,0.9521922387918114
Stellako,1981,22021,2.5636385603267873,1.69,4.06e-6,0.9630438203267873
Stellako,1982,69434,1.6395220459868336,1.69,4.06e-6,0.23142408598683373
Stellako,1983,121739,2.3349855884698503,1.69,4.06e-6,1.1392459284698504
Stellako,1984,60973,2.80845100193283,1.69,4.06e-6,1.3660013819328303
Stellako,1985,42296,1.1131178827578498,1.69,4.06e-6,-0.40516035724215005
Stellako,1986,77378,1.982523508675552,1.69,4.06e-6,0.6066781886755521
Stellako,1987,211111,0.7245147863306068,1.69,4.06e-6,-0.10837455366939308
Stellako,1988,367751,0.9918118606700097,1.69,4.06e-6,0.7948809206700098
Stellako,1989,43189,1.6383835065311858,1.69,4.06e-6,0.12373084653118593
Stellako,1990,93928,2.3158642197158987,1.69,4.06e-6,1.0072118997158988
Stellako,1991,94931,1.2656528681544712,1.69,4.06e-6,-0.03892727184552869
Stellako,1992,97985,2.1819082739332463,1.69,4.06e-6,0.8897273739332463
Stellako,1993,91443,1.2203531176648181,1.69,4.06e-6,-0.0983883023351817
Stellako,1994,136847,1.607468814627451,1.69,4.06e-6,0.47306763462745116
Stellako,1995,122780,0.4043187706932578,1.69,4.06e-6,-0.7871944293067421
Stellako,1996,332207,0.8937346823710376,1.69,4.06e-6,0.5524951023710377
Stellako,1997,55410,0.8149366975777904,1.69,4.06e-6,-0.6500987024222095
Stellako,1998,185697,1.234217268000065,1.69,4.06e-6,0.29814708800006495
Stellako,1999,138151,0.23335966303315725,1.69,4.06e-6,-0.8957472769668425
Stellako,2000,371604,0.6581824756200181,1.69,4.06e-6,0.47689471562001806
Stellako,2001,151482,0.6394613033561038,1.69,4.06e-6,-0.43552177664389613
Stellako,2002,322711,-0.2618174849926399,1.69,4.06e-6,-0.6416108249926399
Stellako,2003,78093,-0.46338987047072416,1.69,4.06e-6,-1.8363322904707242
Stellako,2004,86738,1.0502543675297256,1.69,4.06e-6,-0.2875893524702744
Stellako,2005,175346,-2.7152389590377664,1.69,4.06e-6,-3.6933341990377664
Stellako,2006,147194,1.2008093892170497,1.69,4.06e-6,0.10841702921704988
Stellako,2007,41481,1.1304210026194181,1.69,4.06e-6,-0.3911661373805817
Stellako,2008,159749,0.5619604695546769,1.69,4.06e-6,-0.479458590445323
Stellako,2009,27627,1.9949836890027397,1.69,4.06e-6,0.41714930900273983
Stellako,2010,202803,2.0945363802816073,1.69,4.06e-6,1.2279165602816073
Stellako,2011,85628,-0.4665807091496147,1.69,4.06e-6,-1.8089310291496146
Stellako,2012,137992,-1.0229226604942432,1.69,4.06e-6,-2.1526751404942432
Stellako,2013,110048,0.28612244599121334,1.69,4.06e-6,-0.9570826740087865
Stellako,2014,506157,-0.2536328831523124,1.69,4.06e-6,0.11136453684768749
Stellako,2015,101305,-0.3112907589402855,1.69,4.06e-6,-1.5899924589402856
Stellako,2016,30307,0.3189065692366485,1.69,4.06e-6,-1.2480470107633512
Stellako,2017,91391,0.5608764488479538,1.69,4.06e-6,-0.7580760911520461
Stellako,2018,177252,0.29197603563281394,1.69,4.06e-6,-0.678380844367186
Stellako,2019,46141,0.018445676030693425,1.69,4.06e-6,-1.4842218639693066
